interval_start_local,region,total_outage_mw,solar_price,wind_price,natural_gas_price,coal_price,nuclear_price,oil_price,hydro_price
2017-08-14,Mid Atlantic - Dominion,3327.78,27.51,31.52,68.62,48.67,7.22,105.02,10.9
2017-08-15,Mid Atlantic - Dominion,2632.25,21.83,21.09,59.64,58.74,8.06,79.45,7.63
2017-08-16,Mid Atlantic - Dominion,2642.67,27.69,32.77,74.45,45.83,7.06,85.66,12.11
2017-08-17,Mid Atlantic - Dominion,2652.26,32.98,36.09,45.79,57.47,6.56,104.5,5.34
2017-08-18,Mid Atlantic - Dominion,4129.26,18.95,21.73,65.95,48.94,9.61,93.18,7.94
2017-08-19,Mid Atlantic - Dominion,2676.67,30.62,6.33,70.44,47.19,7.54,114.64,9.85
2017-08-20,Mid Atlantic - Dominion,2985.37,31.57,30.37,52.87,47.45,7.64,77.77,10.62
2017-08-21,Mid Atlantic - Dominion,3054.85,24.36,32.44,63.19,51.35,9.73,70.27,11.94
2017-08-22,Mid Atlantic - Dominion,3161.67,28.68,19.28,56.21,46.23,8.39,97.22,7.26
2017-08-23,Mid Atlantic - Dominion,2945.78,37.34,35.95,68.82,53.9,8.32,98.87,7.23
2017-08-24,Mid Atlantic - Dominion,2685.11,33.32,50.33,57.17,51.36,9.04,79.82,15.52
2017-08-25,Mid Atlantic - Dominion,3243.16,29.45,23.05,52.93,57.07,8.61,61.57,11.09
2017-08-26,Mid Atlantic - Dominion,2611.7,36.41,25.77,77.74,45.38,6.65,83.41,8.45
2017-08-27,Mid Atlantic - Dominion,2836.76,30.12,18.29,86.03,52.33,7.57,115.59,13.26
2017-08-28,Mid Atlantic - Dominion,3986.94,39.88,17.27,67.18,38.3,8.25,92.23,9.35
2017-08-29,Mid Atlantic - Dominion,3193.37,26.61,21.97,64.44,48.81,8.19,114.51,9.6
2017-08-30,Mid Atlantic - Dominion,2831.03,29.07,29.58,65.55,49.92,7.52,98.45,7.09
2017-08-31,Mid Atlantic - Dominion,2568.36,29.58,30.2,58.39,53.01,7.66,94.17,11.91
2017-09-01,Mid Atlantic - Dominion,1585.42,35.89,13.35,67.46,47.07,6.92,109.8,11.35
2017-09-02,Mid Atlantic - Dominion,1550.51,29.31,43.7,46.0,52.76,9.55,116.24,7.19
2017-09-03,Mid Atlantic - Dominion,2106.43,26.42,16.52,23.3,54.28,7.43,102.09,11.55
2017-09-04,Mid Atlantic - Dominion,2070.35,38.5,23.27,37.82,49.63,6.92,86.81,10.12
2017-09-05,Mid Atlantic - Dominion,2197.19,27.01,23.78,60.4,47.48,7.98,95.97,16.32
2017-09-06,Mid Atlantic - Dominion,2551.04,26.8,21.92,38.3,61.22,7.89,88.99,6.01
2017-09-07,Mid Atlantic - Dominion,1709.85,28.21,26.79,56.12,47.31,9.41,83.55,9.13
2017-09-08,Mid Atlantic - Dominion,1619.35,30.13,35.27,63.91,55.49,7.59,106.83,9.75
2017-09-09,Mid Atlantic - Dominion,2346.07,39.5,24.07,51.23,46.59,9.44,114.78,5.94
2017-09-10,Mid Atlantic - Dominion,1607.59,31.31,33.11,52.43,45.78,7.96,77.08,6.27
2017-09-11,Mid Atlantic - Dominion,2076.15,24.7,4.98,46.51,54.18,7.97,131.44,7.8
2017-09-12,Mid Atlantic - Dominion,1632.68,18.68,8.8,58.6,52.07,8.12,104.58,4.57
2017-09-13,Mid Atlantic - Dominion,2257.5,31.08,30.64,27.39,48.13,10.56,63.85,9.06
2017-09-14,Mid Atlantic - Dominion,1582.82,22.55,18.39,46.33,47.77,8.49,94.43,10.2
2017-09-15,Mid Atlantic - Dominion,1944.4,27.21,31.95,51.55,56.96,7.46,77.69,12.68
2017-09-16,Mid Atlantic - Dominion,1613.93,27.42,32.99,39.34,56.99,8.3,82.03,12.06
2017-09-17,Mid Atlantic - Dominion,1825.2,26.93,32.73,48.98,53.99,6.23,109.96,11.96
2017-09-18,Mid Atlantic - Dominion,3351.02,20.49,34.76,44.26,53.53,7.11,86.87,11.81
2017-09-19,Mid Atlantic - Dominion,3332.34,32.88,28.64,37.26,49.72,9.13,118.69,6.78
2017-09-20,Mid Atlantic - Dominion,2197.25,26.78,29.37,45.59,47.58,8.78,81.85,5.51
2017-09-21,Mid Atlantic - Dominion,2518.2,34.81,12.89,53.2,42.77,8.23,95.55,9.36
2017-09-22,Mid Atlantic - Dominion,2528.67,32.08,17.21,30.46,44.28,9.07,67.38,4.43
2017-09-23,Mid Atlantic - Dominion,1542.72,27.94,38.51,48.46,52.56,9.15,108.3,8.83
2017-09-24,Mid Atlantic - Dominion,1571.64,36.8,36.5,25.57,52.74,9.6,87.53,11.32
2017-09-25,Mid Atlantic - Dominion,2190.26,22.49,27.53,55.05,46.7,7.3,114.87,8.47
2017-09-26,Mid Atlantic - Dominion,1623.38,30.3,12.16,55.59,52.98,8.31,93.01,5.98
2017-09-27,Mid Atlantic - Dominion,2127.91,25.29,24.14,62.37,43.42,6.87,93.13,10.8
2017-09-28,Mid Atlantic - Dominion,2978.14,28.89,19.65,35.67,50.94,7.09,89.83,9.6
2017-09-29,Mid Atlantic - Dominion,2078.13,22.57,37.73,48.1,52.11,6.95,87.19,9.95
2017-09-30,Mid Atlantic - Dominion,2231.78,33.82,23.89,57.62,53.39,6.39,72.99,8.09
2017-10-01,Mid Atlantic - Dominion,3134.0,33.65,36.68,43.17,52.86,8.19,85.48,8.69
2017-10-02,Mid Atlantic - Dominion,2622.48,26.97,27.5,42.09,47.64,8.11,66.31,6.76
2017-10-03,Mid Atlantic - Dominion,2012.12,27.0,22.83,18.04,55.53,9.29,95.07,9.91
2017-10-04,Mid Atlantic - Dominion,1579.96,41.61,24.99,53.34,50.27,6.79,90.47,10.57
2017-10-05,Mid Atlantic - Dominion,1861.81,28.31,27.51,56.9,53.61,8.84,119.81,12.71
2017-10-06,Mid Atlantic - Dominion,1592.55,27.83,34.73,30.8,44.2,8.07,91.97,4.54
2017-10-07,Mid Atlantic - Dominion,2413.7,27.41,43.32,16.4,48.67,6.62,109.76,4.04
2017-10-08,Mid Atlantic - Dominion,1506.49,26.13,11.86,55.77,49.31,7.93,89.6,8.13
2017-10-09,Mid Atlantic - Dominion,2097.82,30.51,20.08,44.38,53.5,8.24,68.29,15.76
2017-10-10,Mid Atlantic - Dominion,2378.03,21.76,24.99,53.72,57.65,8.92,102.91,7.52
2017-10-11,Mid Atlantic - Dominion,1965.22,25.5,8.47,41.38,51.26,7.8,75.91,10.46
2017-10-12,Mid Atlantic - Dominion,1777.64,22.63,16.78,32.94,49.62,7.55,99.42,5.54
2017-10-13,Mid Atlantic - Dominion,2707.51,25.29,14.33,27.2,57.07,8.45,74.47,7.04
2017-10-14,Mid Atlantic - Dominion,2737.37,30.18,38.85,31.52,39.68,8.97,77.96,6.98
2017-10-15,Mid Atlantic - Dominion,1668.93,20.9,17.63,55.2,48.19,8.94,105.21,12.7
2017-10-16,Mid Atlantic - Dominion,1584.35,23.87,28.07,38.85,44.37,9.04,83.18,10.55
2017-10-17,Mid Atlantic - Dominion,2501.74,34.32,28.32,56.33,47.88,8.13,87.24,11.85
2017-10-18,Mid Atlantic - Dominion,1810.68,26.48,28.06,51.72,51.51,4.71,89.02,7.01
2017-10-19,Mid Atlantic - Dominion,1704.86,36.53,34.84,53.72,56.07,7.63,108.01,10.06
2017-10-20,Mid Atlantic - Dominion,2276.58,37.15,25.2,31.04,44.12,9.96,88.32,3.13
2017-10-21,Mid Atlantic - Dominion,2912.79,28.32,16.64,42.86,49.41,8.44,97.78,12.2
2017-10-22,Mid Atlantic - Dominion,2698.04,36.26,25.18,62.36,51.7,8.51,95.2,6.91
2017-10-23,Mid Atlantic - Dominion,3643.44,42.31,33.16,53.87,44.93,6.52,98.73,11.15
2017-10-24,Mid Atlantic - Dominion,1695.34,32.13,25.93,25.55,53.67,9.33,96.28,11.35
2017-10-25,Mid Atlantic - Dominion,1659.92,22.62,33.65,43.24,48.09,7.18,97.99,11.23
2017-10-26,Mid Atlantic - Dominion,2265.93,31.43,29.48,41.48,45.2,7.03,101.46,14.61
2017-10-27,Mid Atlantic - Dominion,2246.45,30.43,25.67,58.79,44.68,8.86,77.86,13.48
2017-10-28,Mid Atlantic - Dominion,1866.39,37.24,22.24,45.58,54.31,7.86,64.3,9.85
2017-10-29,Mid Atlantic - Dominion,1965.65,34.29,25.79,32.86,50.3,8.26,77.03,7.5
2017-10-30,Mid Atlantic - Dominion,1919.45,26.21,35.44,35.17,51.11,8.58,106.43,9.26
2017-10-31,Mid Atlantic - Dominion,2428.19,26.95,11.16,30.46,49.54,7.93,116.39,7.46
2017-11-01,Mid Atlantic - Dominion,1760.01,34.08,24.04,53.76,44.55,10.8,117.87,10.87
2017-11-02,Mid Atlantic - Dominion,1570.88,32.69,22.86,40.6,44.41,9.25,93.65,9.83
2017-11-03,Mid Atlantic - Dominion,2139.95,32.01,29.43,30.69,53.17,7.88,110.38,7.53
2017-11-04,Mid Atlantic - Dominion,2343.79,26.78,34.31,44.35,48.39,7.26,88.18,9.72
2017-11-05,Mid Atlantic - Dominion,1824.32,32.96,14.61,44.13,47.43,7.74,108.6,9.56
2017-11-06,Mid Atlantic - Dominion,2023.5,27.36,16.25,34.54,53.39,9.49,105.24,8.52
2017-11-07,Mid Atlantic - Dominion,1763.51,30.26,19.54,40.45,47.95,8.5,114.61,8.74
2017-11-08,Mid Atlantic - Dominion,2195.74,30.07,20.2,48.94,56.32,6.71,82.58,6.34
2017-11-09,Mid Atlantic - Dominion,2862.36,31.35,31.31,46.81,55.33,7.84,97.3,8.61
2017-11-10,Mid Atlantic - Dominion,1551.66,25.43,31.23,60.4,55.6,7.78,66.13,10.88
2017-11-11,Mid Atlantic - Dominion,1596.12,27.17,22.26,61.77,55.07,8.33,90.5,10.65
2017-11-12,Mid Atlantic - Dominion,1552.74,24.54,30.72,35.68,43.99,8.08,83.88,10.45
2017-11-13,Mid Atlantic - Dominion,1582.03,26.92,29.72,37.84,47.98,7.72,67.21,5.6
2017-11-14,Mid Atlantic - Dominion,2911.93,32.92,28.89,57.88,50.55,8.67,92.28,13.64
2017-11-15,Mid Atlantic - Dominion,1801.6,24.77,38.74,30.0,42.05,6.45,84.24,8.5
2017-11-16,Mid Atlantic - Dominion,1572.11,22.54,6.9,56.19,57.4,7.58,102.34,10.2
2017-11-17,Mid Atlantic - Dominion,2524.42,28.98,21.34,55.91,46.01,7.97,84.3,6.06
2017-11-18,Mid Atlantic - Dominion,1796.43,26.98,13.25,46.56,47.62,8.6,100.77,12.13
2017-11-19,Mid Atlantic - Dominion,1508.21,40.48,27.51,52.15,46.91,9.66,72.27,11.15
2017-11-20,Mid Atlantic - Dominion,1509.1,31.35,32.49,26.48,46.54,6.35,104.15,9.2
2017-11-21,Mid Atlantic - Dominion,1568.8,34.86,21.11,36.55,52.5,9.63,80.29,12.27
2017-11-22,Mid Atlantic - Dominion,1679.17,31.97,37.56,30.35,57.77,9.9,87.62,10.84
2017-11-23,Mid Atlantic - Dominion,2541.77,26.3,23.54,44.4,53.97,9.1,67.28,6.16
2017-11-24,Mid Atlantic - Dominion,1703.75,36.34,30.98,50.04,51.17,8.68,109.71,5.19
2017-11-25,Mid Atlantic - Dominion,1513.23,34.14,41.55,55.1,49.59,8.22,87.0,8.68
2017-11-26,Mid Atlantic - Dominion,1536.6,32.59,26.6,53.55,43.61,7.66,83.24,10.71
2017-11-27,Mid Atlantic - Dominion,1759.91,32.3,27.5,50.7,55.05,8.07,78.48,9.43
2017-11-28,Mid Atlantic - Dominion,1570.61,42.22,33.17,53.08,48.68,8.35,91.13,11.26
2017-11-29,Mid Atlantic - Dominion,2528.54,36.05,18.85,33.84,47.55,8.18,76.32,12.98
2017-11-30,Mid Atlantic - Dominion,1598.81,28.87,32.2,57.6,47.51,7.94,92.5,10.13
2017-12-01,Mid Atlantic - Dominion,2606.5,39.32,17.67,67.22,53.03,7.43,116.9,6.72
2017-12-02,Mid Atlantic - Dominion,3214.68,48.47,24.13,43.83,57.7,8.57,97.97,17.68
2017-12-03,Mid Atlantic - Dominion,2626.21,41.81,15.59,91.35,58.31,7.56,102.68,9.66
2017-12-04,Mid Atlantic - Dominion,3351.59,40.98,29.66,61.68,63.55,7.25,117.61,12.31
2017-12-05,Mid Atlantic - Dominion,2658.8,41.06,14.36,88.05,51.81,6.68,103.51,12.1
2017-12-06,Mid Atlantic - Dominion,2503.77,30.95,19.71,68.6,52.29,7.83,124.44,12.65
2017-12-07,Mid Atlantic - Dominion,3455.17,34.49,21.35,67.38,51.96,7.82,120.64,11.11
2017-12-08,Mid Atlantic - Dominion,2943.68,46.2,29.74,76.11,60.03,7.7,109.02,5.59
2017-12-09,Mid Atlantic - Dominion,2738.1,47.08,28.9,79.31,58.49,6.82,104.78,15.29
2017-12-10,Mid Atlantic - Dominion,2560.17,30.27,26.17,66.7,61.36,8.29,97.03,5.8
2017-12-11,Mid Atlantic - Dominion,4485.17,39.01,26.55,59.56,58.1,7.2,122.43,12.59
2017-12-12,Mid Atlantic - Dominion,3294.19,35.28,14.28,70.18,48.7,8.75,115.26,4.95
2017-12-13,Mid Atlantic - Dominion,2609.57,35.21,30.57,59.37,61.15,9.04,105.07,13.77
2017-12-14,Mid Atlantic - Dominion,3089.97,35.72,17.58,62.24,55.61,8.75,100.02,11.22
2017-12-15,Mid Atlantic - Dominion,3530.03,51.98,12.56,78.29,57.64,7.54,140.63,9.91
2017-12-16,Mid Atlantic - Dominion,2646.22,44.7,25.32,76.91,55.51,7.9,113.5,11.72
2017-12-17,Mid Atlantic - Dominion,4036.19,28.48,18.85,69.54,65.14,8.92,109.84,8.54
2017-12-18,Mid Atlantic - Dominion,2982.26,36.31,23.65,65.79,55.51,7.23,106.01,10.84
2017-12-19,Mid Atlantic - Dominion,2970.28,40.01,37.48,84.69,55.78,7.32,131.05,13.14
2017-12-20,Mid Atlantic - Dominion,4226.36,41.42,18.32,58.06,59.76,7.43,91.86,8.31
2017-12-21,Mid Atlantic - Dominion,3519.44,38.15,30.26,54.69,52.37,7.58,110.23,4.36
2017-12-22,Mid Atlantic - Dominion,3841.39,37.88,30.95,86.99,43.22,7.31,108.51,11.87
2017-12-23,Mid Atlantic - Dominion,2544.1,30.6,23.39,83.92,57.23,9.98,110.26,7.83
2017-12-24,Mid Atlantic - Dominion,2665.45,35.17,32.92,78.8,47.26,6.99,103.91,12.55
2017-12-25,Mid Atlantic - Dominion,3161.12,44.19,33.22,81.81,62.8,6.71,104.52,11.4
2017-12-26,Mid Atlantic - Dominion,3187.14,41.32,17.29,68.22,60.15,8.78,97.67,12.32
2017-12-27,Mid Atlantic - Dominion,3451.01,36.7,28.86,64.71,52.29,9.0,121.59,15.06
2017-12-28,Mid Atlantic - Dominion,2664.82,46.69,12.81,85.74,53.72,8.43,128.01,13.8
2017-12-29,Mid Atlantic - Dominion,2541.23,35.1,18.71,66.63,50.23,6.74,112.87,8.25
2017-12-30,Mid Atlantic - Dominion,3938.12,28.77,34.0,67.39,53.31,6.79,108.85,11.27
2017-12-31,Mid Atlantic - Dominion,2588.18,32.7,19.98,83.66,62.2,8.5,128.74,11.88
2018-01-01,Mid Atlantic - Dominion,3051.93,38.57,23.36,83.59,46.75,9.24,114.51,3.45
2018-01-02,Mid Atlantic - Dominion,2538.68,40.88,30.66,78.0,54.82,8.84,112.24,8.57
2018-01-03,Mid Atlantic - Dominion,2571.31,38.78,19.12,63.41,56.09,6.23,125.02,13.71
2018-01-04,Mid Atlantic - Dominion,2897.85,35.45,17.71,68.85,59.14,9.16,91.2,7.61
2018-01-05,Mid Atlantic - Dominion,2588.88,31.77,9.55,90.04,50.32,6.97,84.09,10.8
2018-01-06,Mid Atlantic - Dominion,3009.69,48.57,23.06,73.8,50.89,8.79,118.34,3.86
2018-01-07,Mid Atlantic - Dominion,4365.9,38.1,24.38,81.4,53.79,8.08,94.79,9.95
2018-01-08,Mid Atlantic - Dominion,3033.4,42.88,23.65,68.37,50.48,8.72,119.82,9.81
2018-01-09,Mid Atlantic - Dominion,2736.76,32.37,20.12,87.17,59.81,6.95,102.73,11.77
2018-01-10,Mid Atlantic - Dominion,2939.18,44.58,17.53,66.87,58.03,8.18,127.84,8.95
2018-01-11,Mid Atlantic - Dominion,2918.97,35.18,18.71,57.46,60.77,7.18,107.95,14.37
2018-01-12,Mid Atlantic - Dominion,2698.9,40.41,27.38,75.23,56.6,7.5,101.54,6.08
2018-01-13,Mid Atlantic - Dominion,3236.59,34.68,35.04,58.6,61.06,9.02,95.47,11.05
2018-01-14,Mid Atlantic - Dominion,3521.02,42.05,25.14,79.62,48.08,8.13,94.51,6.93
2018-01-15,Mid Atlantic - Dominion,2646.96,37.55,41.71,55.32,54.35,7.7,84.34,7.71
2018-01-16,Mid Atlantic - Dominion,2714.69,35.58,26.49,73.3,55.64,8.8,98.9,13.24
2018-01-17,Mid Atlantic - Dominion,2993.76,30.2,36.2,77.31,56.24,9.65,109.15,12.63
2018-01-18,Mid Atlantic - Dominion,2704.56,38.41,36.14,67.03,54.84,6.92,116.52,7.51
2018-01-19,Mid Atlantic - Dominion,3389.31,44.88,9.15,69.5,50.11,9.21,129.08,9.83
2018-01-20,Mid Atlantic - Dominion,3737.1,32.69,29.33,72.16,54.35,9.39,122.28,12.37
2018-01-21,Mid Atlantic - Dominion,3475.19,33.79,35.41,75.65,55.41,10.29,95.97,12.42
2018-01-22,Mid Atlantic - Dominion,3665.33,32.91,18.68,69.47,60.69,6.64,96.22,11.02
2018-01-23,Mid Atlantic - Dominion,3031.55,33.94,22.39,87.04,60.39,10.31,127.32,11.29
2018-01-24,Mid Atlantic - Dominion,2605.9,38.9,17.29,69.19,54.22,8.9,112.61,10.17
2018-01-25,Mid Atlantic - Dominion,3280.9,46.49,17.0,61.53,42.47,8.79,129.98,9.75
2018-01-26,Mid Atlantic - Dominion,2626.79,32.35,25.5,61.37,53.98,8.53,92.99,11.37
2018-01-27,Mid Atlantic - Dominion,2627.93,39.95,19.7,71.13,55.01,8.3,93.18,13.57
2018-01-28,Mid Atlantic - Dominion,2613.4,42.2,20.89,58.14,53.95,9.31,112.02,10.12
2018-01-29,Mid Atlantic - Dominion,3197.85,37.07,19.93,95.19,55.41,8.71,100.6,7.07
2018-01-30,Mid Atlantic - Dominion,2709.05,37.24,33.23,67.98,62.6,7.98,103.34,13.16
2018-01-31,Mid Atlantic - Dominion,3822.8,31.32,41.49,68.24,54.6,8.04,91.01,10.86
2018-02-01,Mid Atlantic - Dominion,3591.37,27.46,26.48,79.46,49.54,9.97,91.4,13.39
2018-02-02,Mid Atlantic - Dominion,2540.67,44.8,32.2,68.06,52.07,9.03,106.42,11.24
2018-02-03,Mid Atlantic - Dominion,3156.6,40.76,11.65,68.26,47.74,8.85,113.13,4.48
2018-02-04,Mid Atlantic - Dominion,3428.01,30.84,26.28,57.42,46.07,7.59,107.97,13.26
2018-02-05,Mid Atlantic - Dominion,3232.36,39.96,25.8,73.52,62.2,8.7,104.41,12.47
2018-02-06,Mid Atlantic - Dominion,2814.24,39.78,25.04,52.48,61.12,7.96,116.93,13.05
2018-02-07,Mid Atlantic - Dominion,2605.58,42.06,16.25,61.0,60.88,8.01,100.92,9.87
2018-02-08,Mid Atlantic - Dominion,2816.98,42.24,27.91,91.29,53.5,8.01,103.21,15.97
2018-02-09,Mid Atlantic - Dominion,3045.46,39.12,24.64,89.25,62.75,9.05,113.74,11.72
2018-02-10,Mid Atlantic - Dominion,2705.46,35.64,14.7,60.58,49.64,6.46,118.08,6.27
2018-02-11,Mid Atlantic - Dominion,2557.51,31.85,16.19,64.76,47.55,7.59,103.58,6.43
2018-02-12,Mid Atlantic - Dominion,2569.66,40.4,21.01,69.3,64.36,6.79,109.1,8.11
2018-02-13,Mid Atlantic - Dominion,2511.95,36.27,26.67,79.38,56.34,7.66,111.29,8.14
2018-02-14,Mid Atlantic - Dominion,2608.29,31.15,22.77,64.78,54.99,8.55,112.99,16.31
2018-02-15,Mid Atlantic - Dominion,2726.02,35.36,30.55,70.69,60.92,7.98,98.92,9.48
2018-02-16,Mid Atlantic - Dominion,2930.64,43.31,19.07,79.39,56.28,8.09,106.4,9.67
2018-02-17,Mid Atlantic - Dominion,3289.8,39.99,22.77,76.1,60.38,8.31,105.52,13.36
2018-02-18,Mid Atlantic - Dominion,2835.73,40.26,23.7,75.8,47.5,7.54,130.39,7.58
2018-02-19,Mid Atlantic - Dominion,3246.25,40.74,30.66,78.79,59.81,8.56,129.63,11.28
2018-02-20,Mid Atlantic - Dominion,3246.54,33.43,13.05,81.01,59.34,7.23,114.7,17.35
2018-02-21,Mid Atlantic - Dominion,2694.88,49.33,13.92,72.55,54.92,7.84,110.83,10.67
2018-02-22,Mid Atlantic - Dominion,2751.73,47.22,27.5,55.62,58.15,9.05,107.68,12.7
2018-02-23,Mid Atlantic - Dominion,3657.49,35.97,33.42,75.96,52.9,9.72,121.93,10.1
2018-02-24,Mid Atlantic - Dominion,2962.42,34.81,37.06,65.63,52.16,7.97,96.06,10.71
2018-02-25,Mid Atlantic - Dominion,3932.11,43.64,30.31,74.23,52.07,9.7,116.6,11.32
2018-02-26,Mid Atlantic - Dominion,2647.25,34.72,26.3,62.87,60.27,9.67,99.51,8.4
2018-02-27,Mid Atlantic - Dominion,3055.41,43.5,22.14,86.62,60.97,8.22,117.79,11.47
2018-02-28,Mid Atlantic - Dominion,3287.19,35.17,37.3,73.62,58.66,8.01,138.03,11.56
2018-03-01,Mid Atlantic - Dominion,2160.92,30.61,33.32,42.66,48.82,7.89,91.65,6.19
2018-03-02,Mid Atlantic - Dominion,2059.34,33.01,23.78,25.79,41.74,8.05,83.65,2.37
2018-03-03,Mid Atlantic - Dominion,2296.23,24.76,25.45,39.27,50.61,8.03,111.71,-0.72
2018-03-04,Mid Atlantic - Dominion,2263.86,29.02,32.04,31.73,50.83,7.77,64.04,7.39
2018-03-05,Mid Atlantic - Dominion,1630.86,32.65,14.9,60.0,49.34,7.76,90.43,5.38
2018-03-06,Mid Atlantic - Dominion,1681.48,37.46,27.76,43.24,52.04,7.06,102.67,12.25
2018-03-07,Mid Atlantic - Dominion,2415.0,30.94,35.37,43.62,49.8,9.79,113.94,3.49
2018-03-08,Mid Atlantic - Dominion,1863.91,31.32,16.6,48.62,45.41,7.61,97.66,6.24
2018-03-09,Mid Atlantic - Dominion,1543.27,26.67,6.64,46.25,52.39,7.26,78.89,5.0
2018-03-10,Mid Atlantic - Dominion,1562.88,36.69,21.97,47.96,53.33,7.24,55.77,5.2
2018-03-11,Mid Atlantic - Dominion,1531.82,37.77,20.56,42.51,48.65,8.86,95.92,1.76
2018-03-12,Mid Atlantic - Dominion,1872.69,23.44,26.23,47.65,48.27,7.13,126.58,7.79
2018-03-13,Mid Atlantic - Dominion,1545.91,28.11,18.32,43.55,51.9,7.74,104.88,7.95
2018-03-14,Mid Atlantic - Dominion,3563.78,34.66,9.97,32.94,42.54,8.55,99.38,6.17
2018-03-15,Mid Atlantic - Dominion,2411.39,24.85,30.94,37.5,51.5,9.18,89.08,1.09
2018-03-16,Mid Atlantic - Dominion,1529.36,39.65,20.67,54.11,49.01,8.32,60.81,4.59
2018-03-17,Mid Atlantic - Dominion,2802.46,26.5,24.29,58.25,51.96,7.53,95.8,5.28
2018-03-18,Mid Atlantic - Dominion,2891.98,31.86,20.75,41.92,54.91,8.37,87.76,3.38
2018-03-19,Mid Atlantic - Dominion,1782.11,23.56,17.95,41.0,44.73,6.9,83.11,1.91
2018-03-20,Mid Atlantic - Dominion,2090.79,39.79,14.54,48.73,48.3,8.36,98.12,2.0
2018-03-21,Mid Atlantic - Dominion,1573.88,29.72,14.26,34.4,54.7,8.75,92.59,2.97
2018-03-22,Mid Atlantic - Dominion,1756.31,32.06,20.41,36.75,45.68,6.67,63.84,0.66
2018-03-23,Mid Atlantic - Dominion,1948.77,38.51,22.75,45.81,47.16,8.06,85.94,6.06
2018-03-24,Mid Atlantic - Dominion,1573.57,28.31,30.71,53.59,47.6,6.69,87.66,7.22
2018-03-25,Mid Atlantic - Dominion,1907.04,27.01,25.5,47.41,49.47,7.09,105.13,11.94
2018-03-26,Mid Atlantic - Dominion,3356.12,30.59,19.34,45.5,47.97,8.6,89.84,3.43
2018-03-27,Mid Atlantic - Dominion,1872.9,26.86,21.48,38.49,57.46,7.02,55.39,7.39
2018-03-28,Mid Atlantic - Dominion,2188.86,32.59,29.39,43.73,40.85,8.3,100.27,5.86
2018-03-29,Mid Atlantic - Dominion,1606.01,26.88,23.84,44.95,49.81,9.06,81.27,4.2
2018-03-30,Mid Atlantic - Dominion,2335.97,22.57,23.4,33.11,55.81,8.48,69.88,5.01
2018-03-31,Mid Atlantic - Dominion,1872.88,28.96,25.19,52.81,59.58,8.08,94.31,-1.14
2018-04-01,Mid Atlantic - Dominion,1869.75,36.28,22.15,47.27,54.27,6.63,69.04,4.58
2018-04-02,Mid Atlantic - Dominion,2297.31,28.11,26.91,55.72,46.66,8.92,109.12,10.38
2018-04-03,Mid Atlantic - Dominion,1631.71,32.99,17.38,23.21,47.36,9.62,74.53,2.31
2018-04-04,Mid Atlantic - Dominion,1966.23,36.17,36.45,57.42,43.99,9.38,97.0,1.91
2018-04-05,Mid Atlantic - Dominion,2892.47,32.46,21.43,52.04,52.2,8.25,78.74,1.94
2018-04-06,Mid Atlantic - Dominion,1795.65,30.02,41.53,50.0,59.61,6.89,97.21,5.01
2018-04-07,Mid Atlantic - Dominion,1943.52,25.05,26.81,40.08,53.51,8.72,82.26,7.49
2018-04-08,Mid Atlantic - Dominion,2038.99,31.62,22.24,47.92,46.12,6.61,95.89,4.72
2018-04-09,Mid Atlantic - Dominion,2213.56,32.57,31.12,53.01,50.77,8.13,96.96,4.33
2018-04-10,Mid Atlantic - Dominion,1678.59,21.92,31.63,73.88,50.08,9.68,86.12,1.68
2018-04-11,Mid Atlantic - Dominion,2393.08,29.54,32.82,39.15,50.16,8.06,92.89,1.58
2018-04-12,Mid Atlantic - Dominion,2745.07,38.61,12.48,49.66,51.22,9.17,86.42,2.53
2018-04-13,Mid Atlantic - Dominion,1582.95,29.05,39.09,51.33,40.45,8.67,85.9,7.29
2018-04-14,Mid Atlantic - Dominion,1807.22,17.18,15.52,43.23,46.48,8.13,80.84,11.92
2018-04-15,Mid Atlantic - Dominion,2734.66,21.28,18.63,55.31,49.37,4.82,77.73,4.97
2018-04-16,Mid Atlantic - Dominion,1662.13,29.33,23.5,36.41,45.86,7.64,90.15,3.28
2018-04-17,Mid Atlantic - Dominion,2288.06,37.0,32.01,60.54,60.53,7.31,104.78,3.32
2018-04-18,Mid Atlantic - Dominion,2120.78,34.63,27.75,52.05,49.05,6.05,129.06,3.79
2018-04-19,Mid Atlantic - Dominion,1718.94,28.12,9.84,42.1,56.71,7.9,96.47,4.52
2018-04-20,Mid Atlantic - Dominion,1528.14,34.75,20.83,30.2,47.09,7.77,61.32,0.74
2018-04-21,Mid Atlantic - Dominion,1733.27,25.95,8.89,34.85,45.14,6.64,85.02,5.41
2018-04-22,Mid Atlantic - Dominion,1919.77,25.54,13.05,41.54,45.54,9.25,107.45,2.77
2018-04-23,Mid Atlantic - Dominion,1542.91,36.85,42.3,43.2,49.8,9.23,96.9,5.03
2018-04-24,Mid Atlantic - Dominion,1582.36,28.32,22.38,52.94,50.32,7.74,96.14,8.78
2018-04-25,Mid Atlantic - Dominion,3182.66,35.28,21.03,29.47,49.56,7.58,60.31,5.85
2018-04-26,Mid Atlantic - Dominion,1557.79,34.82,33.84,47.25,51.96,8.35,88.03,9.42
2018-04-27,Mid Atlantic - Dominion,2445.73,29.59,21.1,45.45,48.0,8.04,68.87,6.07
2018-04-28,Mid Atlantic - Dominion,2093.0,28.02,21.91,43.49,54.65,7.9,104.13,6.25
